  33.71
 165.00
 577320463
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
2010 04 27 12	47692.80	0.41	407.05	0.00	15.35	15.35	1315.26
2010 04 28 12	47692.80	0.00	523.29	0.00	13.47	13.47	1033.78
2010 04 29 12	47959.74	0.06	525.89	0.00	15.90	15.90	1215.27
2010 04 30 12	48038.40	0.00	423.64	0.00	18.35	18.35	1690.35
2010 05 01 12	48038.40	1.34	323.95	0.00	23.33	23.33	2403.66
2010 05 02 12	48161.31	23.88	313.53	0.00	24.71	24.71	2621.92
2010 05 03 12	48384.00	43.01	543.86	0.00	22.07	22.07	2185.80
2010 05 04 12	48384.00	0.09	584.55	0.00	22.35	22.35	1792.48
2010 05 05 12	48393.57	0.06	576.61	0.00	22.63	22.63	1693.05
2010 05 06 12	48729.60	0.00	542.21	0.00	23.94	23.94	2104.38
2010 05 07 12	48729.60	0.00	578.85	0.00	24.20	24.20	2164.32
2010 05 08 12	48729.60	0.00	578.34	0.00	20.72	20.72	1808.75
2010 05 09 12	48996.54	0.00	403.68	0.00	12.46	12.46	1010.96
2010 05 10 12	49075.20	13.66	224.96	0.00	13.49	13.49	1211.26
2010 05 11 12	49075.20	0.00	533.90	0.00	19.99	19.99	1932.79
2010 05 12 12	49084.77	0.00	497.15	0.00	24.85	24.85	2488.35
2010 05 13 12	49420.80	0.05	542.03	0.00	25.32	25.32	2523.35
2010 05 14 12	49420.80	0.00	503.13	0.00	26.13	26.13	2582.42
2010 05 15 12	49420.80	0.00	507.26	0.00	26.13	26.13	2502.68
2010 05 16 12	49481.41	15.69	302.32	0.00	23.34	23.34	2318.32
2010 05 17 12	49766.40	0.01	457.61	0.00	23.45	23.45	2256.42
2010 05 18 12	49766.40	1.25	539.62	0.00	23.43	23.43	2130.77
2010 05 19 12	49766.40	0.00	581.74	0.00	19.35	19.35	1718.00
2010 05 20 12	49775.97	12.88	441.77	0.00	20.60	20.60	1855.77
2010 05 21 12	50094.99	63.99	261.26	0.00	23.65	23.65	2478.51
2010 05 22 12	50112.00	0.24	520.62	0.00	25.49	25.49	2572.38
2010 05 23 12	50112.00	0.00	368.09	0.00	26.37	26.37	2495.03
2010 05 24 12	50112.00	0.13	546.47	0.00	27.08	27.08	2535.90
2010 05 25 12	50234.91	0.73	441.51	0.00	24.52	24.52	2362.33
2010 05 26 12	50457.60	0.00	521.22	0.00	24.15	24.15	2208.69
2010 05 27 12	50457.60	0.80	422.24	0.00	24.88	24.88	2356.48
2010 05 28 12	50457.60	2.24	464.64	0.00	25.01	25.01	2352.89
2010 05 29 12	50457.60	12.66	496.29	0.00	25.12	25.12	2469.71
2010 05 30 12	50467.17	23.96	290.40	0.00	23.15	23.15	2399.31
2010 05 31 12	50724.54	5.72	441.70	0.00	23.74	23.74	2386.81
2010 06 01 12	50803.20	4.56	331.05	0.00	25.39	25.39	2627.71
2010 06 02 12	50803.20	8.52	360.62	0.00	25.86	25.86	2682.86
2010 06 03 12	50803.20	5.69	365.17	0.00	25.69	25.69	2760.93
2010 06 04 12	50803.20	4.22	503.75	0.00	26.37	26.37	2762.92
2010 06 05 12	50803.20	2.18	419.05	0.00	26.86	26.86	2844.54
2010 06 06 12	50812.77	0.83	397.86	0.00	26.85	26.85	2884.12
2010 06 07 12	50995.38	1.13	565.70	0.00	24.71	24.71	2267.50
2010 06 08 12	51131.79	0.00	375.33	0.00	24.15	24.15	2101.34
2010 06 09 12	51148.80	1.61	437.26	0.00	25.52	25.52	2622.64
2010 06 10 12	51148.80	7.58	433.88	0.00	27.92	27.92	2972.90
2010 06 11 12	51148.80	0.00	429.60	0.00	27.55	27.55	2838.78
2010 06 12 12	51148.80	0.00	540.33	0.00	28.08	28.08	2958.90
2010 06 13 12	51148.80	0.00	519.23	0.00	29.54	29.54	3051.80
2010 06 14 12	51148.80	1.79	352.40	0.00	30.35	30.35	3263.40
2010 06 15 12	51148.80	10.20	370.40	0.00	29.24	29.24	3121.27
2010 06 16 12	51148.80	8.82	484.63	0.00	28.01	28.01	2808.36
2010 06 17 12	51148.80	0.01	405.19	0.00	28.23	28.23	2823.33
2010 06 18 12	51148.80	4.22	498.76	0.00	29.38	29.38	2956.42
2010 06 19 12	51148.80	16.18	405.85	0.00	29.59	29.59	3049.85
2010 06 20 12	51148.80	0.00	532.73	0.00	28.98	28.98	2811.23
2010 06 21 12	51148.80	0.05	568.83	0.00	28.64	28.64	2545.90
2010 06 22 12	51148.80	0.08	478.72	0.00	27.95	27.95	2815.49
2010 06 23 12	51148.80	0.00	498.61	0.00	27.47	27.47	2820.15
2010 06 24 12	51148.80	0.04	440.90	0.00	27.82	27.82	2855.65
2010 06 25 12	51148.80	7.02	325.42	0.00	28.83	28.83	2904.76
2010 06 26 12	51148.80	6.73	375.54	0.00	28.25	28.25	2887.10
2010 06 27 12	51148.80	2.86	403.66	0.00	28.26	28.26	2836.45
2010 06 28 12	51148.80	0.12	500.05	0.00	28.36	28.36	2976.78
2010 06 29 12	51148.80	3.61	466.27	0.00	28.10	28.10	2962.83
2010 06 30 12	51148.80	7.54	311.59	0.00	27.75	27.75	2764.96
2010 07 01 12	51148.80	0.01	590.22	0.00	27.32	27.32	2686.03
2010 07 02 12	51148.80	0.20	566.51	0.00	26.20	26.20	2517.22
2010 07 03 12	51148.80	6.21	509.82	0.00	26.91	26.91	2692.62
2010 07 04 12	51148.80	0.00	652.82	0.00	25.36	25.36	2208.25
2010 07 05 12	51070.14	0.00	644.10	0.00	25.56	25.56	2278.89
2010 07 06 12	50926.11	2.57	512.24	0.00	27.32	27.32	2720.97
2010 07 07 12	50803.20	0.56	551.96	0.00	26.86	26.86	2684.71
2010 07 08 12	50803.20	0.58	482.22	0.00	29.32	29.32	2730.18
2010 07 09 12	50803.20	0.79	408.34	0.00	28.87	28.87	2739.77
2010 07 10 12	50803.20	0.86	461.62	0.00	28.52	28.52	2900.35
2010 07 11 12	50803.20	0.03	390.92	0.00	28.26	28.26	2882.11
2010 07 12 12	50786.19	0.06	427.43	0.00	28.48	28.48	2926.80
2010 07 13 12	50580.52	2.52	519.07	0.00	28.50	28.50	2908.74
2010 07 14 12	50457.60	1.40	330.67	0.00	29.28	29.28	3121.56
2010 07 15 12	50457.60	5.69	438.45	0.00	29.75	29.75	3134.25
2010 07 16 12	50457.60	15.06	433.99	0.00	29.18	29.18	2920.77
2010 07 17 12	50457.60	3.22	422.98	0.00	28.43	28.43	2986.71
2010 07 18 12	50378.94	4.85	441.80	0.00	27.70	27.70	2875.79
2010 07 19 12	50121.57	0.94	541.90	0.00	27.62	27.62	2860.07
2010 07 20 12	50112.00	0.00	437.49	0.00	29.13	29.13	2856.57
2010 07 21 12	50112.00	0.04	392.38	0.00	29.30	29.30	2945.50
2010 07 22 12	50112.00	0.02	610.98	0.00	30.51	30.51	2905.91
2010 07 23 12	49958.57	0.05	627.16	0.00	30.13	30.13	2584.85
2010 07 24 12	49766.40	0.21	538.35	0.00	30.81	30.81	2553.42
2010 07 25 12	49766.40	2.95	493.06	0.00	30.42	30.42	2944.72
2010 07 26 12	49766.40	1.06	565.72	0.00	29.82	29.82	3040.71
2010 07 27 12	49687.74	24.26	396.44	0.00	29.23	29.23	3081.80
2010 07 28 12	49420.80	0.00	585.22	0.00	28.49	28.49	2840.84
2010 07 29 12	49420.80	8.52	380.10	0.00	28.68	28.68	2947.32
2010 07 30 12	49420.80	3.23	519.19	0.00	29.03	29.03	2897.05
2010 07 31 12	49267.38	0.45	481.32	0.00	29.94	29.94	2882.44
2010 08 01 12	49075.20	0.00	467.96	0.00	31.15	31.15	2976.08
2010 08 02 12	49075.20	4.58	464.22	0.00	32.21	32.21	3174.29
2010 08 03 12	49075.20	0.19	453.16	0.00	32.27	32.27	3321.85
2010 08 04 12	48739.17	0.00	491.77	0.00	31.62	31.62	3230.58
2010 08 05 12	48729.60	9.70	433.24	0.00	30.39	30.39	3189.64
2010 08 06 12	48729.60	1.22	338.68	0.00	29.11	29.11	2880.45
2010 08 07 12	48650.94	1.70	302.75	0.00	28.62	28.62	2873.88
2010 08 08 12	48384.00	0.04	331.10	0.00	29.66	29.66	3008.89
2010 08 09 12	48384.00	2.94	250.47	0.00	29.01	29.01	3153.28
2010 08 10 12	48384.00	1.77	404.32	0.00	29.30	29.30	2902.16
2010 08 11 12	48038.40	0.12	582.85	0.00	30.14	30.14	2713.69
2010 08 12 12	48038.40	0.19	549.69	0.00	31.20	31.20	2840.57
2010 08 13 12	48038.40	2.82	488.88	0.00	30.73	30.73	3108.54
2010 08 14 12	47692.80	1.73	417.97	0.00	29.48	29.48	3107.06
2010 08 15 12	47692.80	18.36	305.72	0.00	29.75	29.75	3246.68
2010 08 16 12	47692.80	9.34	311.37	0.00	29.50	29.50	3176.68
2010 08 17 12	47347.20	3.58	360.45	0.00	28.45	28.45	3012.60
2010 08 18 12	47347.20	5.83	328.85	0.00	27.41	27.41	2938.04
2010 08 19 12	47347.20	1.45	339.08	0.00	27.37	27.37	2949.22
2010 08 20 12	47001.60	3.95	420.96	0.00	28.64	28.64	3019.68
2010 08 21 12	47001.60	0.99	413.24	0.00	29.61	29.61	3005.25
2010 08 22 12	47001.60	0.59	401.97	0.00	30.63	30.63	3244.12
2010 08 23 12	46656.00	0.15	592.54	0.00	29.32	29.32	2774.97
2010 08 24 12	46656.00	0.00	595.12	0.00	25.89	25.89	2177.06
2010 08 25 12	46656.00	0.00	584.47	0.00	25.14	25.14	2187.51
2010 08 26 12	46310.40	0.00	584.86	0.00	25.73	25.73	2232.12
2010 08 27 12	46310.40	0.01	510.49	0.00	26.37	26.37	2401.74
2010 08 28 12	46310.40	0.98	479.75	0.00	27.02	27.02	2631.55
2010 08 29 12	45964.80	15.02	320.01	0.00	24.88	24.88	2560.46
2010 08 30 12	45964.80	11.13	442.84	0.00	25.48	25.48	2568.58
2010 08 31 12	45964.80	0.08	497.12	0.00	25.58	25.58	2433.81
2010 09 01 12	45619.20	0.00	540.04	0.00	26.32	26.32	2252.85
2010 09 02 12	45619.20	0.00	536.07	0.00	26.85	26.85	2067.17
2010 09 03 12	45334.21	0.16	417.07	0.00	27.05	27.05	2143.02
2010 09 04 12	45273.60	0.01	559.04	0.00	22.43	22.43	1522.67
2010 09 05 12	45273.60	0.07	549.70	0.00	19.75	19.75	1179.27
2010 09 06 12	44928.00	0.00	544.79	0.00	21.76	21.76	1356.03
2010 09 07 12	44928.00	0.00	504.25	0.00	26.32	26.32	2249.22
2010 09 08 12	44928.00	0.56	366.43	0.00	28.36	28.36	2423.32
2010 09 09 12	44582.40	0.15	353.92	0.00	26.96	26.96	2550.77
2010 09 10 12	44582.40	0.05	392.30	0.00	26.86	26.86	2468.48
2010 09 11 12	44582.40	4.49	252.82	0.00	28.74	28.74	2848.22
2010 09 12 12	44236.80	0.23	530.47	0.00	27.33	27.33	2449.59
2010 09 13 12	44236.80	0.00	534.44	0.00	21.65	21.65	1488.68
2010 09 14 12	43891.20	0.00	524.20	0.00	23.45	23.45	1631.24
2010 09 15 12	43891.20	0.00	369.34	0.00	25.51	25.51	1926.36
2010 09 16 12	43891.20	0.34	465.51	0.00	27.22	27.22	2322.03
2010 09 17 12	43545.60	0.00	501.39	0.00	27.09	27.09	2231.50
2010 09 18 12	43545.60	0.00	520.00	0.00	26.49	26.49	2012.80
2010 09 19 12	43545.60	0.00	505.95	0.00	26.43	26.43	1831.89
2010 09 20 12	43200.00	0.00	509.51	0.00	28.67	28.67	2017.44
2010 09 21 12	43200.00	0.00	498.02	0.00	27.59	27.59	2051.03
2010 09 22 12	42854.40	0.00	489.70	0.00	25.98	25.98	1985.66
2010 09 23 12	42854.40	0.00	500.83	0.00	26.84	26.84	2053.06
2010 09 24 12	42854.40	0.00	489.75	0.00	26.35	26.35	2185.79
2010 09 25 12	42508.80	0.04	449.71	0.00	26.80	26.80	2327.20
2010 09 26 12	42508.80	9.07	255.49	0.00	21.93	21.93	1964.29
2010 09 27 12	42508.80	7.27	372.94	0.00	16.82	16.82	1502.54
2010 09 28 12	42163.20	0.00	501.82	0.00	18.36	18.36	1335.40
2010 09 29 12	42163.20	0.00	506.23	0.00	18.01	18.01	1148.21
2010 09 30 12	41817.60	0.00	501.89	0.00	18.91	18.91	1288.80
2010 10 01 12	41817.60	0.06	520.12	0.00	18.92	18.92	1221.67
2010 10 02 12	41817.60	0.00	517.80	0.00	16.59	16.59	1037.88
2010 10 03 12	41472.00	0.00	513.42	0.00	14.72	14.72	1025.97
2010 10 04 12	41472.00	0.00	519.61	0.00	11.17	11.17	782.65
2010 10 05 12	41472.00	0.00	512.97	0.00	11.06	11.06	740.58
2010 10 06 12	41126.40	0.00	513.56	0.00	14.02	14.02	739.91
2010 10 07 12	41126.40	0.00	499.05	0.00	17.18	17.18	840.85
2010 10 08 12	41065.79	0.00	494.89	0.00	21.29	21.29	1176.10
2010 10 09 12	40780.80	0.00	490.56	0.00	22.89	22.89	1185.22
2010 10 10 12	40780.80	0.00	485.10	0.00	22.93	22.93	1223.43
2010 10 11 12	40435.20	0.00	467.85	0.00	22.55	22.55	1296.71
2010 10 12 12	40435.20	0.00	380.74	0.00	20.83	20.83	1518.40
2010 10 13 12	40435.20	5.49	429.63	0.00	21.38	21.38	1603.72
2010 10 14 12	40089.60	0.02	493.48	0.00	18.49	18.49	1198.06
2010 10 15 12	40089.60	0.00	482.70	0.00	14.25	14.25	680.46
2010 10 16 12	40089.60	0.00	483.16	0.00	14.85	14.85	774.41
2010 10 17 12	39744.00	0.00	480.89	0.00	17.66	17.66	719.10
2010 10 18 12	39744.00	0.00	442.09	0.00	18.48	18.48	885.50
2010 10 19 12	39744.00	0.30	391.10	0.00	19.60	19.60	1206.27
2010 10 20 12	39398.40	1.55	448.18	0.00	20.22	20.22	1363.32
2010 10 21 12	39398.40	0.00	458.92	0.00	18.24	18.24	887.52
2010 10 22 12	39398.40	0.00	457.08	0.00	17.95	17.95	736.65
2010 10 23 12	39052.80	0.00	451.40	0.00	17.69	17.69	787.25
2010 10 24 12	39052.80	0.33	297.11	0.00	19.02	19.02	1406.74
2010 10 25 12	39052.80	22.97	364.43	0.00	23.08	23.08	2104.52
2010 10 26 12	38707.20	8.48	348.61	0.00	25.61	25.61	2484.57
2010 10 27 12	38707.20	23.25	192.47	0.00	21.63	21.63	2304.27
2010 10 28 12	38707.20	5.88	422.51	0.00	19.80	19.80	1472.37
2010 10 29 12	38361.60	0.00	457.43	0.00	10.49	10.49	674.10
2010 10 30 12	38361.60	0.00	448.59	0.00	10.43	10.43	681.86
2010 10 31 12	38361.60	0.00	435.83	0.00	13.94	13.94	900.46
2010 11 01 12	38016.00	0.00	377.22	0.00	17.28	17.28	1192.72
2010 11 02 12	38016.00	14.24	119.37	0.00	16.79	16.79	1558.90
2010 11 03 12	38016.00	12.78	157.84	0.00	13.82	13.82	1420.06
2010 11 04 12	37749.06	4.22	386.54	0.00	12.85	12.85	1073.34
2010 11 05 12	37670.40	0.00	270.45	0.00	8.24	8.24	671.56
2010 11 06 12	37670.40	0.00	388.81	0.00	6.34	6.34	522.07
2010 11 07 12	37660.83	0.00	380.49	0.00	5.89	5.89	463.53
2010 11 08 12	37324.80	0.00	381.89	0.00	10.55	10.55	583.26
2010 11 09 12	37324.80	0.00	375.33	0.00	13.81	13.81	743.07
2010 11 10 12	37324.80	0.00	366.66	0.00	15.91	15.91	844.22
2010 11 11 12	37132.62	0.00	370.19	0.00	16.65	16.65	908.63
2010 11 12 12	36979.20	0.00	367.65	0.00	15.42	15.42	920.56
2010 11 13 12	36979.20	0.60	247.55	0.00	14.35	14.35	1088.02
2010 11 14 12	36979.20	1.21	196.72	0.00	13.76	13.76	1251.99
2010 11 15 12	36712.26	23.76	106.68	0.00	11.68	11.68	1193.40
2010 11 16 12	36633.60	14.86	313.51	0.00	13.84	13.84	1345.25
2010 11 17 12	36633.60	0.00	355.50	0.00	10.63	10.63	956.47
2010 11 18 12	36633.60	0.65	156.12	0.00	9.18	9.18	937.73
2010 11 19 12	36441.43	0.00	300.96	0.00	12.61	12.61	1078.73
2010 11 20 12	36288.00	0.00	254.69	0.00	14.15	14.15	1114.20
2010 11 21 12	36288.00	0.07	340.10	0.00	18.05	18.05	1454.99
2010 11 22 12	36288.00	0.00	332.34	0.00	17.02	17.02	1439.95
2010 11 23 12	36278.43	15.26	161.94	0.00	17.41	17.41	1732.60
2010 11 24 12	36021.06	0.00	239.10	0.00	15.97	15.97	1588.17
2010 11 25 12	35942.40	2.86	290.39	0.00	19.12	19.12	1792.67
2010 11 26 12	35942.40	13.34	257.37	0.00	11.57	11.57	1171.29
2010 11 27 12	35942.40	0.00	345.70	0.00	4.29	4.29	482.60
2010 11 28 12	35942.40	0.00	338.01	0.00	6.20	6.20	533.67
2010 11 29 12	35819.48	4.99	132.29	0.00	7.02	7.02	833.93
2010 11 30 12	35613.81	45.58	77.88	0.00	13.58	13.58	1472.97
2010 12 01 12	35596.80	0.33	334.62	0.00	4.23	4.23	543.37
2010 12 02 12	35596.80	0.00	318.99	0.00	4.33	4.33	470.86
2010 12 03 12	35596.80	0.00	321.22	0.00	5.94	5.94	646.16
2010 12 04 12	35596.80	0.00	148.49	0.00	9.72	9.72	949.23
2010 12 05 12	35596.80	0.00	239.91	0.00	4.98	4.98	615.74
2010 12 06 12	35473.89	0.00	327.96	0.00	0.72	0.72	391.03
2010 12 07 12	35329.86	0.00	326.44	0.00	-0.66	-0.66	347.65
2010 12 08 12	35251.20	0.00	247.72	0.00	-1.28	-1.28	291.27
2010 12 09 12	35251.20	0.00	304.79	0.00	-1.38	-1.38	280.09
2010 12 10 12	35251.20	0.00	216.53	0.00	1.72	1.72	414.06
2010 12 11 12	35251.20	0.11	121.25	0.00	7.82	7.82	747.41
2010 12 12 12	35251.20	19.53	123.91	0.00	3.59	3.59	664.54
2010 12 13 12	35251.20	0.07	320.32	0.00	-4.32	-4.32	288.69
2010 12 14 12	35251.20	0.00	287.05	0.00	-6.36	-6.36	280.43
2010 12 15 12	35251.20	2.56	88.73	0.00	-1.28	-1.28	369.31
2010 12 16 12	35251.20	2.12	182.97	0.00	8.94	8.94	1071.61
2010 12 17 12	35251.20	0.21	312.51	0.00	6.34	6.34	781.90
2010 12 18 12	35251.20	0.07	208.93	0.00	2.75	2.75	528.16
2010 12 19 12	35251.20	0.00	310.81	0.00	1.25	1.25	449.70
2010 12 20 12	35251.20	0.00	288.69	0.00	3.48	3.48	410.86
2010 12 21 12	35251.20	0.03	164.88	0.00	8.30	8.30	905.19
2010 12 22 12	35251.20	0.00	240.05	0.00	14.16	14.16	1376.89
2010 12 23 12	35251.20	0.00	311.81	0.00	2.74	2.74	499.68
2010 12 24 12	35251.20	0.00	314.58	0.00	2.56	2.56	442.54
2010 12 25 12	35251.20	6.87	95.89	0.00	3.84	3.84	560.59
2010 12 26 12	35251.20	0.07	166.07	0.00	-0.48	-0.48	481.46
2010 12 27 12	35251.20	0.00	309.61	0.00	-0.98	-0.98	452.33
2010 12 28 12	35251.20	0.00	317.24	0.00	-1.56	-1.56	392.12
2010 12 29 12	35251.20	0.10	199.59	0.00	3.93	3.93	541.30
2010 12 30 12	35251.20	0.82	136.52	0.00	7.25	7.25	810.53
2010 12 31 12	35251.20	0.00	242.98	0.00	12.59	12.59	1202.18
2011 01 01 12	35251.20	57.27	101.96	0.00	16.34	16.34	1590.93
2011 01 02 12	35251.20	0.00	320.83	0.00	4.27	4.27	573.89
2011 01 03 12	35268.21	0.00	320.98	0.00	0.34	0.34	315.42
2011 01 04 12	35404.62	0.00	208.11	0.00	3.81	3.81	389.24
2011 01 05 12	35536.19	2.87	124.30	0.00	8.36	8.36	824.64
2011 01 06 12	35596.80	0.09	309.02	0.00	6.53	6.53	770.72
2011 01 07 12	35596.80	0.00	308.46	0.00	5.16	5.16	563.83
2011 01 08 12	35596.80	0.00	313.70	0.00	3.82	3.82	520.26
2011 01 09 12	35596.80	0.11	210.30	0.00	-0.94	-0.94	256.19
2011 01 10 12	35596.80	4.86	126.05	0.00	-0.60	-0.60	489.82
2011 01 11 12	35675.46	3.26	198.67	0.00	-1.24	-1.24	516.94
2011 01 12 12	35932.83	0.04	294.90	0.00	-5.20	-5.20	358.14
2011 01 13 12	35942.40	0.00	319.22	0.00	-4.16	-4.16	366.36
2011 01 14 12	35942.40	0.00	326.09	0.00	-3.66	-3.66	349.61
2011 01 15 12	35942.40	0.00	205.78	0.00	0.95	0.95	453.90
2011 01 16 12	35942.40	0.00	275.61	0.00	5.10	5.10	628.20
2011 01 17 12	36165.09	0.20	98.15	0.00	6.53	6.53	785.66
2011 01 18 12	36288.00	0.58	149.65	0.00	8.37	8.37	961.76
2011 01 19 12	36288.00	1.23	328.12	0.00	7.21	7.21	886.17
2011 01 20 12	36288.00	0.20	302.90	0.00	4.81	4.81	706.21
2011 01 21 12	36305.01	0.64	346.86	0.00	0.55	0.55	464.00
2011 01 22 12	36624.03	0.00	297.20	0.00	-0.40	-0.40	291.40
2011 01 23 12	36633.60	0.00	284.40	0.00	2.13	2.13	366.08
2011 01 24 12	36633.60	0.00	179.22	0.00	5.09	5.09	577.47
2011 01 25 12	36633.60	22.91	80.20	0.00	6.50	6.50	835.95
2011 01 26 12	36918.59	0.57	342.92	0.00	5.12	5.12	723.50
2011 01 27 12	36979.20	0.00	350.46	0.00	4.16	4.16	567.39
2011 01 28 12	36979.20	0.00	349.86	0.00	5.17	5.17	619.62
2011 01 29 12	36979.20	0.00	354.00	0.00	9.28	9.28	729.68
2011 01 30 12	37315.23	0.92	316.71	0.00	11.31	11.31	1040.63
2011 01 31 12	37324.80	6.13	96.68	0.00	13.54	13.54	1429.00
2011 02 01 12	37324.80	22.67	162.10	0.00	13.16	13.16	1420.77
2011 02 02 12	37403.46	2.01	358.03	0.00	3.90	3.90	659.07
2011 02 03 12	37670.40	3.29	206.57	0.00	0.05	0.05	303.73
2011 02 04 12	37670.40	13.26	81.51	0.00	2.55	2.55	634.58
2011 02 05 12	37670.40	0.36	365.16	0.00	3.49	3.49	669.29
2011 02 06 12	38006.43	0.04	375.65	0.00	3.64	3.64	551.85
2011 02 07 12	38016.00	0.70	216.85	0.00	5.03	5.03	712.71
2011 02 08 12	38016.00	0.00	377.44	0.00	1.39	1.39	485.06
2011 02 09 12	38238.69	0.15	250.45	0.00	0.85	0.85	390.36
2011 02 10 12	38361.60	2.77	389.53	0.00	-0.62	-0.62	447.75
2011 02 11 12	38361.60	0.00	404.70	0.00	-2.40	-2.40	355.09
2011 02 12 12	38440.26	0.00	403.00	0.00	0.34	0.34	401.24
2011 02 13 12	38707.20	0.00	403.32	0.00	5.02	5.02	499.59
2011 02 14 12	38707.20	0.00	397.40	0.00	6.75	6.75	724.54
2011 02 15 12	38724.21	0.00	377.84	0.00	9.37	9.37	718.80
2011 02 16 12	39052.80	0.00	250.60	0.00	10.80	10.80	874.88
2011 02 17 12	39052.80	0.00	397.93	0.00	12.43	12.43	1081.35
2011 02 18 12	39069.81	0.07	352.74	0.00	15.33	15.33	1382.37
2011 02 19 12	39398.40	0.00	218.08	0.00	19.59	19.59	1654.11
2011 02 20 12	39398.40	0.00	254.51	0.00	18.49	18.49	1503.81
2011 02 21 12	39415.41	0.00	386.70	0.00	18.21	18.21	1484.72
2011 02 22 12	39744.00	0.00	344.27	0.00	16.42	16.42	1348.81
2011 02 23 12	39744.00	0.00	220.84	0.00	9.62	9.62	743.80
2011 02 24 12	39897.43	0.05	360.23	0.00	16.87	16.87	1326.82
2011 02 25 12	40089.60	21.95	402.86	0.00	16.30	16.30	1410.26
2011 02 26 12	40089.60	0.00	424.05	0.00	10.91	10.91	914.11
2011 02 27 12	40425.63	0.00	393.61	0.00	17.44	17.44	1424.16
2011 02 28 12	40435.20	6.68	333.79	0.00	21.02	21.02	1880.08
2011 03 01 12	40435.20	0.00	477.40	0.00	11.22	11.22	919.34
2011 03 02 12	40780.80	0.00	447.83	0.00	12.05	12.05	807.95
2011 03 03 12	40780.80	0.00	457.12	0.00	15.21	15.21	990.00
2011 03 04 12	40780.80	0.19	216.06	0.00	14.77	14.77	1151.11
2011 03 05 12	41126.40	49.05	186.46	0.00	15.12	15.12	1544.18
2011 03 06 12	41126.40	6.55	473.33	0.00	9.07	9.07	951.14
2011 03 07 12	41126.40	0.00	351.05	0.00	5.91	5.91	674.16
2011 03 08 12	41472.00	16.35	196.15	0.00	9.09	9.09	913.71
2011 03 09 12	41472.00	74.26	370.98	0.00	15.92	15.92	1590.77
2011 03 10 12	41817.60	2.48	264.52	0.00	10.14	10.14	1025.58
2011 03 11 12	41817.60	0.00	496.65	0.00	8.33	8.33	678.14
2011 03 12 12	41817.60	0.00	492.37	0.00	10.82	10.82	779.23
2011 03 13 12	42163.20	0.00	454.27	0.00	14.46	14.46	1206.66
2011 03 14 12	42163.20	15.46	345.75	0.00	18.00	18.00	1526.08
2011 03 15 12	42163.20	12.04	466.55	0.00	15.75	15.75	1456.04
2011 03 16 12	42508.80	0.00	496.28	0.00	11.91	11.91	968.84
2011 03 17 12	42508.80	0.00	489.93	0.00	14.35	14.35	1014.54
2011 03 18 12	42844.83	0.00	489.89	0.00	17.80	17.80	1338.19
2011 03 19 12	42854.40	0.00	473.30	0.00	19.83	19.83	1554.23
2011 03 20 12	42854.40	0.00	486.99	0.00	20.32	20.32	1583.12
2011 03 21 12	43200.00	0.00	494.39	0.00	20.03	20.03	1547.73
2011 03 22 12	43200.00	0.00	473.71	0.00	19.43	19.43	1493.55
2011 03 23 12	43200.00	0.10	455.07	0.00	20.21	20.21	1675.93
2011 03 24 12	43545.60	1.29	513.01	0.00	15.12	15.12	1088.50
2011 03 25 12	43545.60	0.00	377.61	0.00	9.25	9.25	781.95
2011 03 26 12	43555.17	4.79	319.26	0.00	17.68	17.68	1527.05
2011 03 27 12	43891.20	5.16	451.03	0.00	17.38	17.38	1607.63
2011 03 28 12	43891.20	11.53	495.96	0.00	13.53	13.53	1245.45
2011 03 29 12	44236.80	0.01	320.63	0.00	13.17	13.17	1221.19
2011 03 30 12	44236.80	12.15	372.01	0.00	17.83	17.83	1734.83
2011 03 31 12	44236.80	0.07	511.51	0.00	10.04	10.04	930.47
2011 04 01 12	44582.40	1.33	260.29	0.00	10.99	10.99	973.23
2011 04 02 12	44582.40	0.00	506.15	0.00	13.63	13.63	963.82
2011 04 03 12	44582.40	0.00	504.90	0.00	16.58	16.58	1039.77
2011 04 04 12	44928.00	6.42	403.67	0.00	21.54	21.54	1874.12
2011 04 05 12	44928.00	37.41	522.48	0.00	11.74	11.74	957.43
2011 04 06 12	45273.60	0.00	507.51	0.00	11.36	11.36	709.23
2011 04 07 12	45273.60	0.00	502.40	0.00	14.81	14.81	1296.59
2011 04 08 12	45273.60	0.04	394.58	0.00	21.66	21.66	2106.12
2011 04 09 12	45619.20	0.00	447.70	0.00	24.45	24.45	2275.93
2011 04 10 12	45619.20	0.00	501.81	0.00	23.71	23.71	2075.22
2011 04 11 12	45619.20	1.72	497.31	0.00	23.57	23.57	2050.42
2011 04 12 12	45964.80	14.69	518.35	0.00	17.31	17.31	1372.77
2011 04 13 12	45964.80	0.00	525.62	0.00	15.49	15.49	1049.51
2011 04 14 12	45974.37	0.00	514.92	0.00	18.08	18.08	1108.78
2011 04 15 12	46310.40	48.57	251.52	0.00	18.62	18.62	1651.83
2011 04 16 12	46310.40	14.53	418.54	0.00	14.65	14.65	1241.38
2011 04 17 12	46502.57	0.00	530.59	0.00	12.42	12.42	906.70
2011 04 18 12	46656.00	0.00	463.08	0.00	15.52	15.52	1267.94
2011 04 19 12	46656.00	0.00	508.00	0.00	22.63	22.63	2055.22
