  33.71
 165.00
 577320463
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
2002 08 16 12	47692.80	7.79	342.68	0.00	26.38	26.38	2407.10
2002 08 17 12	47347.20	4.20	318.37	0.00	27.34	27.34	2592.38
2002 08 18 12	47347.20	7.73	321.80	0.00	27.34	27.34	2572.88
2002 08 19 12	47347.20	3.77	355.00	0.00	26.97	26.97	2441.58
2002 08 20 12	47001.60	3.88	355.22	0.00	27.05	27.05	2396.88
2002 08 21 12	47001.60	1.14	486.24	0.00	26.53	26.53	2266.29
2002 08 22 12	47001.60	0.00	482.68	0.00	27.01	27.01	2329.25
2002 08 23 12	46656.00	0.00	459.80	0.00	27.62	27.62	2464.58
2002 08 24 12	46656.00	7.86	337.38	0.00	27.57	27.57	2530.38
2002 08 25 12	46656.00	3.03	354.78	0.00	27.39	27.39	2442.17
2002 08 26 12	46310.40	0.19	413.46	0.00	26.39	26.39	2287.88
2002 08 27 12	46310.40	0.02	489.31	0.00	24.91	24.91	2063.25
2002 08 28 12	46310.40	1.06	366.23	0.00	24.91	24.91	2077.74
2002 08 29 12	45964.80	0.84	359.83	0.00	24.78	24.78	2130.25
2002 08 30 12	45964.80	0.17	443.81	0.00	25.10	25.10	2175.84
2002 08 31 12	45964.80	0.00	449.49	0.00	25.42	25.42	2200.27
2002 09 01 12	45619.20	0.15	418.79	0.00	25.45	25.45	2210.69
2002 09 02 12	45619.20	0.05	451.83	0.00	25.44	25.44	2188.17
2002 09 03 12	45334.21	0.00	463.93	0.00	25.72	25.72	2192.59
2002 09 04 12	45273.60	0.00	472.59	0.00	26.67	26.67	2270.10
2002 09 05 12	45273.60	0.00	455.76	0.00	27.74	27.74	2393.15
2002 09 06 12	44928.00	0.47	348.55	0.00	28.00	28.00	2458.99
2002 09 07 12	44928.00	0.15	455.36	0.00	28.07	28.07	2412.02
2002 09 08 12	44928.00	0.00	445.03	0.00	26.60	26.60	2219.48
2002 09 09 12	44582.40	0.00	489.05	0.00	24.56	24.56	1939.12
2002 09 10 12	44582.40	0.00	486.21	0.00	25.04	25.04	1965.31
2002 09 11 12	44582.40	0.05	485.26	0.00	26.35	26.35	2052.26
2002 09 12 12	44236.80	0.02	484.21	0.00	26.88	26.88	2099.58
2002 09 13 12	44236.80	2.26	340.04	0.00	26.88	26.88	2287.00
2002 09 14 12	43891.20	1.82	285.00	0.00	26.24	26.24	2399.05
2002 09 15 12	43891.20	0.36	346.59	0.00	25.51	25.51	2376.07
2002 09 16 12	43891.20	7.41	303.86	0.00	25.98	25.98	2407.47
2002 09 17 12	43545.60	4.57	305.03	0.00	26.55	26.55	2453.26
2002 09 18 12	43545.60	1.54	238.39	0.00	25.77	25.77	2493.66
2002 09 19 12	43545.60	0.29	344.57	0.00	26.24	26.24	2552.17
2002 09 20 12	43200.00	22.14	273.20	0.00	27.00	27.00	2628.38
2002 09 21 12	43200.00	20.89	275.19	0.00	26.67	26.67	2571.50
2002 09 22 12	42854.40	14.71	237.86	0.00	25.62	25.62	2431.84
2002 09 23 12	42854.40	3.42	364.13	0.00	22.36	22.36	1996.15
2002 09 24 12	42854.40	3.65	302.13	0.00	22.10	22.10	1928.45
2002 09 25 12	42508.80	45.91	246.06	0.00	21.23	21.23	1914.37
2002 09 26 12	42508.80	41.85	90.17	0.00	19.48	19.48	1954.15
2002 09 27 12	42508.80	9.63	217.25	0.00	20.66	20.66	1980.80
2002 09 28 12	42163.20	0.21	375.67	0.00	20.33	20.33	1779.30
2002 09 29 12	42163.20	0.00	429.36	0.00	20.93	20.93	1750.96
2002 09 30 12	41817.60	0.86	321.80	0.00	21.85	21.85	1856.75
2002 10 01 12	41817.60	0.29	337.22	0.00	23.78	23.78	2166.67
2002 10 02 12	41817.60	0.00	376.24	0.00	24.68	24.68	2258.51
2002 10 03 12	41472.00	5.03	303.01	0.00	25.10	25.10	2268.03
2002 10 04 12	41472.00	18.69	276.69	0.00	25.45	25.45	2358.14
2002 10 05 12	41472.00	5.67	352.58	0.00	25.70	25.70	2380.72
2002 10 06 12	41126.40	12.98	297.13	0.00	24.18	24.18	2165.71
2002 10 07 12	41126.40	6.60	305.90	0.00	24.26	24.26	2018.07
2002 10 08 12	41065.79	0.76	427.32	0.00	18.97	18.97	1514.92
2002 10 09 12	40780.80	0.38	289.98	0.00	20.91	20.91	1821.85
2002 10 10 12	40780.80	10.95	179.83	0.00	21.69	21.69	2054.79
2002 10 11 12	40435.20	4.43	140.73	0.00	20.86	20.86	2080.54
2002 10 12 12	40435.20	1.52	275.95	0.00	21.88	21.88	2032.23
2002 10 13 12	40435.20	0.50	290.08	0.00	21.51	21.51	1781.23
2002 10 14 12	40089.60	0.08	423.13	0.00	16.18	16.18	1252.67
2002 10 15 12	40089.60	15.14	313.86	0.00	15.39	15.39	1196.62
2002 10 16 12	40089.60	5.09	348.68	0.00	14.12	14.12	1123.37
2002 10 17 12	39744.00	0.02	438.58	0.00	12.00	12.00	939.25
2002 10 18 12	39744.00	0.00	437.72	0.00	12.21	12.21	912.53
2002 10 19 12	39744.00	0.12	370.17	0.00	13.60	13.60	1062.43
2002 10 20 12	39398.40	6.02	224.88	0.00	18.71	18.71	1606.09
2002 10 21 12	39398.40	2.10	185.74	0.00	17.60	17.60	1591.74
2002 10 22 12	39398.40	0.10	227.22	0.00	15.69	15.69	1418.20
2002 10 23 12	39052.80	0.18	255.97	0.00	16.24	16.24	1437.53
2002 10 24 12	39052.80	0.29	223.51	0.00	16.99	16.99	1527.26
2002 10 25 12	39052.80	0.86	169.58	0.00	17.58	17.58	1646.39
2002 10 26 12	38707.20	0.36	180.58	0.00	17.70	17.70	1687.90
2002 10 27 12	38707.20	10.50	182.67	0.00	17.94	17.94	1698.62
2002 10 28 12	38707.20	25.26	190.92	0.00	18.32	18.32	1740.62
2002 10 29 12	38361.60	8.45	179.73	0.00	19.89	19.89	1865.83
2002 10 30 12	38361.60	0.40	356.66	0.00	18.92	18.92	1561.64
2002 10 31 12	38361.60	0.00	313.82	0.00	14.48	14.48	1165.89
2002 11 01 12	38016.00	0.00	359.44	0.00	10.47	10.47	901.66
2002 11 02 12	38016.00	1.63	293.17	0.00	8.42	8.42	770.70
2002 11 03 12	38016.00	15.17	244.81	0.00	8.64	8.64	834.88
2002 11 04 12	37749.06	17.91	165.12	0.00	9.00	9.00	962.84
2002 11 05 12	37670.40	26.32	134.24	0.00	11.41	11.41	1163.72
2002 11 06 12	37670.40	7.49	272.84	0.00	13.71	13.71	1128.24
2002 11 07 12	37660.83	0.05	381.45	0.00	9.89	9.89	801.45
2002 11 08 12	37324.80	0.00	386.38	0.00	9.74	9.74	813.30
2002 11 09 12	37324.80	0.17	298.88	0.00	13.93	13.93	1165.82
2002 11 10 12	37324.80	27.67	229.23	0.00	18.40	18.40	1599.34
2002 11 11 12	37132.62	12.04	256.22	0.00	19.79	19.79	1580.99
2002 11 12 12	36979.20	1.28	246.71	0.00	16.37	16.37	1251.70
2002 11 13 12	36979.20	0.11	370.15	0.00	9.84	9.84	791.77
2002 11 14 12	36979.20	0.00	371.23	0.00	8.76	8.76	720.04
2002 11 15 12	36712.26	14.34	259.61	0.00	10.98	10.98	894.34
2002 11 16 12	36633.60	4.78	269.19	0.00	11.06	11.06	939.86
2002 11 17 12	36633.60	0.00	326.98	0.00	5.09	5.09	645.51
2002 11 18 12	36633.60	1.96	261.80	0.00	5.26	5.26	676.52
2002 11 19 12	36441.43	1.77	242.86	0.00	11.48	11.48	1003.90
2002 11 20 12	36288.00	4.51	240.99	0.00	13.22	13.22	1098.06
2002 11 21 12	36288.00	1.38	251.50	0.00	12.90	12.90	1100.89
2002 11 22 12	36288.00	0.00	343.29	0.00	10.66	10.66	840.03
2002 11 23 12	36278.43	0.00	342.88	0.00	5.38	5.38	575.36
2002 11 24 12	36021.06	0.00	353.42	0.00	5.67	5.67	577.08
2002 11 25 12	35942.40	0.50	317.07	0.00	8.30	8.30	666.29
2002 11 26 12	35942.40	4.00	255.45	0.00	10.50	10.50	770.09
2002 11 27 12	35942.40	1.28	277.17	0.00	8.30	8.30	724.23
2002 11 28 12	35942.40	0.00	313.72	0.00	2.76	2.76	508.46
2002 11 29 12	35819.48	0.00	328.02	0.00	2.52	2.52	511.58
2002 11 30 12	35613.81	0.00	311.36	0.00	7.60	7.60	705.46
2002 12 01 12	35596.80	0.00	338.24	0.00	6.46	6.46	580.61
2002 12 02 12	35596.80	0.00	325.18	0.00	3.35	3.35	488.41
2002 12 03 12	35596.80	4.42	250.64	0.00	5.78	5.78	609.73
2002 12 04 12	35596.80	19.10	220.73	0.00	9.45	9.45	797.11
2002 12 05 12	35596.80	7.33	204.77	0.00	7.31	7.31	726.24
2002 12 06 12	35473.89	0.48	230.31	0.00	1.37	1.37	493.47
2002 12 07 12	35329.86	0.00	314.93	0.00	0.00	0.00	408.27
2002 12 08 12	35251.20	0.00	331.00	0.00	2.06	2.06	442.87
2002 12 09 12	35251.20	9.04	222.48	0.00	4.19	4.19	560.42
2002 12 10 12	35251.20	16.84	224.28	0.00	5.94	5.94	661.66
2002 12 11 12	35251.20	4.69	72.43	0.00	6.21	6.21	768.87
2002 12 12 12	35251.20	10.49	86.18	0.00	5.04	5.04	764.96
2002 12 13 12	35251.20	7.14	88.30	0.00	5.01	5.01	756.62
2002 12 14 12	35251.20	1.22	181.13	0.00	5.01	5.01	705.64
2002 12 15 12	35251.20	0.00	316.12	0.00	3.28	3.28	536.85
2002 12 16 12	35251.20	0.00	326.19	0.00	5.63	5.63	599.04
2002 12 17 12	35251.20	0.00	304.34	0.00	11.54	11.54	928.27
2002 12 18 12	35251.20	0.05	265.39	0.00	14.58	14.58	1187.00
2002 12 19 12	35251.20	12.84	144.00	0.00	13.43	13.43	1171.27
2002 12 20 12	35251.20	4.29	278.21	0.00	10.70	10.70	881.38
2002 12 21 12	35251.20	0.27	271.19	0.00	6.04	6.04	626.24
2002 12 22 12	35251.20	0.16	276.87	0.00	9.28	9.28	795.57
2002 12 23 12	35251.20	32.12	242.48	0.00	7.81	7.81	659.36
2002 12 24 12	35251.20	13.47	219.46	0.00	6.75	6.75	643.53
2002 12 25 12	35251.20	0.93	271.60	0.00	5.13	5.13	596.47
2002 12 26 12	35251.20	0.00	270.64	0.00	1.88	1.88	481.74
2002 12 27 12	35251.20	0.00	309.35	0.00	0.94	0.94	435.87
2002 12 28 12	35251.20	0.00	325.73	0.00	2.56	2.56	455.30
2002 12 29 12	35251.20	0.03	284.09	0.00	4.54	4.54	509.54
2002 12 30 12	35251.20	2.59	243.39	0.00	8.70	8.70	722.53
2002 12 31 12	35251.20	1.47	214.65	0.00	12.87	12.87	1028.61
2003 01 01 12	35251.20	1.01	139.32	0.00	12.24	12.24	1083.19
2003 01 02 12	35251.20	3.85	111.55	0.00	8.26	8.26	876.77
2003 01 03 12	35268.21	1.20	270.38	0.00	4.51	4.51	620.91
2003 01 04 12	35404.62	0.00	285.18	0.00	-0.01	-0.01	428.96
2003 01 05 12	35536.19	0.00	332.23	0.00	1.91	1.91	461.16
2003 01 06 12	35596.80	0.00	332.20	0.00	5.90	5.90	547.08
2003 01 07 12	35596.80	0.00	330.34	0.00	2.45	2.45	434.09
2003 01 08 12	35596.80	0.00	336.98	0.00	2.27	2.27	467.59
2003 01 09 12	35596.80	1.32	250.18	0.00	8.19	8.19	698.85
2003 01 10 12	35596.80	0.44	330.10	0.00	10.68	10.68	742.70
2003 01 11 12	35675.46	0.00	333.91	0.00	3.52	3.52	464.31
2003 01 12 12	35932.83	0.00	278.40	0.00	0.51	0.51	420.33
2003 01 13 12	35942.40	0.00	201.48	0.00	-0.48	-0.48	439.88
2003 01 14 12	35942.40	0.00	340.72	0.00	1.54	1.54	445.62
2003 01 15 12	35942.40	0.07	341.38	0.00	3.60	3.60	452.53
2003 01 16 12	35942.40	4.94	251.35	0.00	1.95	1.95	425.98
2003 01 17 12	36165.09	1.87	221.18	0.00	1.07	1.07	422.11
2003 01 18 12	36288.00	0.08	340.04	0.00	-3.45	-3.45	286.12
2003 01 19 12	36288.00	0.00	353.39	0.00	-3.10	-3.10	301.74
2003 01 20 12	36288.00	0.02	327.63	0.00	2.38	2.38	521.73
2003 01 21 12	36305.01	6.81	228.32	0.00	9.72	9.72	852.05
2003 01 22 12	36624.03	5.28	270.54	0.00	9.44	9.44	704.09
2003 01 23 12	36633.60	1.00	371.49	0.00	1.66	1.66	355.28
2003 01 24 12	36633.60	0.00	328.23	0.00	-6.48	-6.48	211.72
2003 01 25 12	36633.60	0.00	359.15	0.00	-6.50	-6.50	242.51
2003 01 26 12	36918.59	0.00	271.06	0.00	-0.85	-0.85	396.76
2003 01 27 12	36979.20	0.00	377.28	0.00	0.41	0.41	374.75
2003 01 28 12	36979.20	3.99	314.06	0.00	1.24	1.24	435.47
2003 01 29 12	36979.20	21.14	251.88	0.00	7.50	7.50	756.10
2003 01 30 12	37315.23	6.79	280.05	0.00	8.56	8.56	791.74
2003 01 31 12	37324.80	0.06	321.34	0.00	4.55	4.55	606.72
2003 02 01 12	37324.80	0.00	327.96	0.00	5.53	5.53	643.87
2003 02 02 12	37403.46	0.00	372.29	0.00	6.82	6.82	688.45
2003 02 03 12	37670.40	5.35	273.83	0.00	11.87	11.87	897.67
2003 02 04 12	37670.40	1.91	354.68	0.00	11.27	11.27	779.61
2003 02 05 12	37670.40	5.56	294.06	0.00	5.32	5.32	535.80
2003 02 06 12	38006.43	17.91	241.24	0.00	4.82	4.82	596.27
2003 02 07 12	38016.00	5.39	163.04	0.00	4.29	4.29	617.91
2003 02 08 12	38016.00	0.01	358.35	0.00	-1.10	-1.10	389.75
2003 02 09 12	38238.69	6.21	294.83	0.00	-1.15	-1.15	405.98
2003 02 10 12	38361.60	2.35	373.51	0.00	5.43	5.43	607.08
2003 02 11 12	38361.60	0.09	410.11	0.00	3.18	3.18	492.15
2003 02 12 12	38440.26	0.00	449.19	0.00	4.80	4.80	511.26
2003 02 13 12	38707.20	2.90	338.94	0.00	6.95	6.95	588.97
2003 02 14 12	38707.20	1.83	296.50	0.00	10.12	10.12	826.08
2003 02 15 12	38724.21	30.83	277.84	0.00	14.31	14.31	1147.92
2003 02 16 12	39052.80	13.22	265.52	0.00	16.31	16.31	1217.81
2003 02 17 12	39052.80	1.04	373.83	0.00	7.81	7.81	686.92
2003 02 18 12	39069.81	0.06	83.85	0.00	2.29	2.29	568.85
2003 02 19 12	39398.40	0.72	281.80	0.00	3.83	3.83	646.47
2003 02 20 12	39398.40	10.17	316.91	0.00	9.26	9.26	830.76
2003 02 21 12	39415.41	66.78	287.29	0.00	13.97	13.97	1127.10
2003 02 22 12	39744.00	29.52	217.31	0.00	14.89	14.89	1225.19
2003 02 23 12	39744.00	3.21	331.34	0.00	10.66	10.66	861.13
2003 02 24 12	39897.43	0.14	403.07	0.00	9.80	9.80	790.60
2003 02 25 12	40089.60	0.46	324.16	0.00	7.84	7.84	705.10
2003 02 26 12	40089.60	27.89	251.76	0.00	5.69	5.69	668.39
2003 02 27 12	40425.63	12.85	218.02	0.00	5.56	5.56	743.93
2003 02 28 12	40435.20	1.28	130.69	0.00	7.90	7.90	911.43
2003 03 01 12	40435.20	0.03	273.40	0.00	9.07	9.07	950.70
2003 03 02 12	40780.80	0.00	335.45	0.00	9.70	9.70	891.46
2003 03 03 12	40780.80	0.00	411.32	0.00	4.59	4.59	616.36
2003 03 04 12	40780.80	0.16	346.84	0.00	5.77	5.77	668.05
2003 03 05 12	41126.40	43.45	326.41	0.00	10.36	10.36	899.32
2003 03 06 12	41126.40	14.75	303.09	0.00	12.13	12.13	994.27
2003 03 07 12	41126.40	0.10	382.85	0.00	8.54	8.54	823.63
2003 03 08 12	41472.00	0.00	483.78	0.00	10.67	10.67	900.61
2003 03 09 12	41472.00	0.02	408.40	0.00	15.34	15.34	1130.77
2003 03 10 12	41817.60	0.01	498.66	0.00	12.15	12.15	824.46
2003 03 11 12	41817.60	0.00	488.32	0.00	10.45	10.45	760.73
2003 03 12 12	41817.60	0.86	377.46	0.00	11.80	11.80	908.73
2003 03 13 12	42163.20	5.64	348.50	0.00	17.35	17.35	1305.21
2003 03 14 12	42163.20	3.73	283.08	0.00	17.38	17.38	1411.65
2003 03 15 12	42163.20	0.65	354.16	0.00	15.90	15.90	1360.85
2003 03 16 12	42508.80	9.20	206.47	0.00	14.12	14.12	1288.66
2003 03 17 12	42508.80	12.05	236.83	0.00	13.48	13.48	1266.22
2003 03 18 12	42844.83	7.21	153.96	0.00	13.96	13.96	1369.51
2003 03 19 12	42854.40	1.68	309.07	0.00	16.55	16.55	1459.94
2003 03 20 12	42854.40	0.09	494.02	0.00	17.38	17.38	1304.95
2003 03 21 12	43200.00	0.00	511.29	0.00	17.25	17.25	1140.04
2003 03 22 12	43200.00	0.00	480.96	0.00	12.92	12.92	960.09
2003 03 23 12	43200.00	0.00	491.12	0.00	12.06	12.06	944.73
2003 03 24 12	43545.60	0.00	526.76	0.00	12.84	12.84	926.13
2003 03 25 12	43545.60	2.26	400.12	0.00	15.13	15.13	1035.67
2003 03 26 12	43555.17	1.08	389.96	0.00	17.03	17.03	1158.04
2003 03 27 12	43891.20	0.11	491.04	0.00	14.81	14.81	1138.94
2003 03 28 12	43891.20	1.50	374.87	0.00	18.31	18.31	1359.81
2003 03 29 12	44236.80	2.38	406.39	0.00	16.23	16.23	1071.97
2003 03 30 12	44236.80	0.64	344.73	0.00	9.03	9.03	765.84
2003 03 31 12	44236.80	0.01	525.32	0.00	4.32	4.32	580.08
2003 04 01 12	44582.40	0.00	534.95	0.00	8.40	8.40	742.69
2003 04 02 12	44582.40	0.00	542.34	0.00	13.68	13.68	992.34
2003 04 03 12	44582.40	0.53	463.06	0.00	17.20	17.20	1283.73
2003 04 04 12	44928.00	3.11	332.33	0.00	18.99	18.99	1554.04
2003 04 05 12	44928.00	7.76	317.05	0.00	19.58	19.58	1623.87
2003 04 06 12	45273.60	38.60	362.48	0.00	18.21	18.21	1470.65
2003 04 07 12	45273.60	16.03	324.09	0.00	18.66	18.66	1584.39
2003 04 08 12	45273.60	3.18	291.13	0.00	19.38	19.38	1602.70
2003 04 09 12	45619.20	0.68	402.90	0.00	13.36	13.36	1047.27
2003 04 10 12	45619.20	0.06	186.78	0.00	7.89	7.89	837.56
2003 04 11 12	45619.20	0.01	493.02	0.00	8.09	8.09	817.34
2003 04 12 12	45964.80	0.00	572.29	0.00	12.51	12.51	878.91
2003 04 13 12	45964.80	0.00	575.32	0.00	15.07	15.07	946.17
2003 04 14 12	45974.37	0.00	570.16	0.00	17.50	17.50	1099.36
2003 04 15 12	46310.40	0.00	556.69	0.00	19.25	19.25	1262.79
2003 04 16 12	46310.40	0.00	544.24	0.00	20.02	20.02	1423.87
2003 04 17 12	46502.57	0.10	408.59	0.00	21.24	21.24	1619.04
2003 04 18 12	46656.00	0.03	527.73	0.00	18.44	18.44	1369.99
2003 04 19 12	46656.00	0.00	534.91	0.00	19.29	19.29	1429.42
2003 04 20 12	46984.59	0.75	381.70	0.00	20.54	20.54	1610.77
2003 04 21 12	47001.60	0.25	468.57	0.00	21.36	21.36	1635.71
2003 04 22 12	47001.60	0.00	560.83	0.00	16.57	16.57	1135.61
2003 04 23 12	47330.19	0.00	567.12	0.00	14.82	14.82	999.36
2003 04 24 12	47347.20	42.09	422.69	0.00	15.35	15.35	1095.93
2003 04 25 12	47347.20	16.86	229.77	0.00	15.50	15.50	1322.17
2003 04 26 12	47675.79	0.94	520.07	0.00	17.45	17.45	1356.55
2003 04 27 12	47692.80	0.00	475.75	0.00	14.91	14.91	1165.75
2003 04 28 12	47692.80	0.00	566.27	0.00	16.96	16.96	1245.58
2003 04 29 12	47959.74	0.00	554.81	0.00	19.59	19.59	1405.25
2003 04 30 12	48038.40	0.00	542.41	0.00	21.51	21.51	1587.81
2003 05 01 12	48038.40	0.02	452.90	0.00	22.06	22.06	1677.71
2003 05 02 12	48161.31	3.32	384.34	0.00	21.51	21.51	1704.01
2003 05 03 12	48384.00	5.98	390.35	0.00	22.00	22.00	1736.31
2003 05 04 12	48384.00	1.77	437.30	0.00	21.22	21.22	1719.65
2003 05 05 12	48393.57	36.03	344.68	0.00	22.94	22.94	1990.59
2003 05 06 12	48729.60	17.32	246.53	0.00	22.18	22.18	2096.20
2003 05 07 12	48729.60	23.03	290.56	0.00	23.85	23.85	2307.01
2003 05 08 12	48729.60	7.17	306.69	0.00	23.99	23.99	2340.54
2003 05 09 12	48996.54	0.03	370.22	0.00	25.01	25.01	2446.88
2003 05 10 12	49075.20	0.97	297.58	0.00	25.33	25.33	2427.42
2003 05 11 12	49075.20	12.25	342.87	0.00	24.67	24.67	2137.04
2003 05 12 12	49084.77	3.97	539.02	0.00	19.88	19.88	1488.12
2003 05 13 12	49420.80	14.96	421.55	0.00	17.40	17.40	1312.74
2003 05 14 12	49420.80	25.60	374.11	0.00	18.87	18.87	1542.23
2003 05 15 12	49420.80	7.09	188.77	0.00	18.41	18.41	1760.92
2003 05 16 12	49481.41	6.64	353.10	0.00	21.87	21.87	2027.51
2003 05 17 12	49766.40	47.49	345.47	0.00	23.60	23.60	2125.41
2003 05 18 12	49766.40	26.10	317.31	0.00	23.16	23.16	2142.64
2003 05 19 12	49766.40	10.38	274.45	0.00	22.88	22.88	2173.12
2003 05 20 12	49775.97	15.27	302.12	0.00	22.34	22.34	2081.37
2003 05 21 12	50094.99	17.35	154.28	0.00	20.09	20.09	1953.02
2003 05 22 12	50112.00	4.57	245.48	0.00	19.32	19.32	1807.00
2003 05 23 12	50112.00	0.08	487.12	0.00	18.02	18.02	1529.48
2003 05 24 12	50112.00	0.01	543.11	0.00	19.03	19.03	1518.34
2003 05 25 12	50234.91	0.79	406.82	0.00	19.61	19.61	1585.63
2003 05 26 12	50457.60	0.26	501.11	0.00	20.62	20.62	1647.02
2003 05 27 12	50457.60	0.00	546.17	0.00	18.46	18.46	1420.25
2003 05 28 12	50457.60	0.00	571.93	0.00	18.51	18.51	1416.61
2003 05 29 12	50457.60	0.00	541.69	0.00	21.00	21.00	1605.01
2003 05 30 12	50467.17	0.00	577.53	0.00	20.07	20.07	1546.01
2003 05 31 12	50724.54	0.00	485.43	0.00	22.80	22.80	1886.06
2003 06 01 12	50803.20	0.05	557.77	0.00	22.63	22.63	1735.08
2003 06 02 12	50803.20	17.80	411.18	0.00	20.92	20.92	1651.29
2003 06 03 12	50803.20	11.92	385.03	0.00	21.12	21.12	1736.83
2003 06 04 12	50803.20	2.21	521.05	0.00	20.94	20.94	1615.12
2003 06 05 12	50803.20	0.07	541.04	0.00	20.28	20.28	1582.27
2003 06 06 12	50812.77	2.06	407.37	0.00	20.86	20.86	1739.73
2003 06 07 12	50995.38	1.22	281.88	0.00	22.07	22.07	2004.23
2003 06 08 12	51131.79	0.18	511.56	0.00	22.25	22.25	1910.91
2003 06 09 12	51148.80	0.00	525.06	0.00	23.65	23.65	1917.61
2003 06 10 12	51148.80	0.05	551.45	0.00	22.80	22.80	1900.17
2003 06 11 12	51148.80	19.19	354.86	0.00	26.56	26.56	2419.75
2003 06 12 12	51148.80	19.82	379.76	0.00	25.35	25.35	2280.77
2003 06 13 12	51148.80	6.93	256.98	0.00	24.51	24.51	2382.72
2003 06 14 12	51148.80	22.82	351.71	0.00	25.23	25.23	2388.04
2003 06 15 12	51148.80	7.47	348.23	0.00	24.93	24.93	2320.91
2003 06 16 12	51148.80	1.26	342.23	0.00	25.09	25.09	2381.49
2003 06 17 12	51148.80	35.20	336.25	0.00	25.92	25.92	2472.10
2003 06 18 12	51148.80	13.85	339.48	0.00	25.38	25.38	2385.61
2003 06 19 12	51148.80	11.08	358.18	0.00	24.85	24.85	2296.45
2003 06 20 12	51148.80	3.44	455.97	0.00	25.02	25.02	2173.24
2003 06 21 12	51148.80	0.00	565.49	0.00	21.16	21.16	1612.35
2003 06 22 12	51148.80	0.00	564.11	0.00	21.13	21.13	1590.13
2003 06 23 12	51148.80	0.00	556.62	0.00	22.25	22.25	1708.64
2003 06 24 12	51148.80	0.00	552.30	0.00	23.07	23.07	1830.45
2003 06 25 12	51148.80	0.00	537.30	0.00	25.18	25.18	2111.79
2003 06 26 12	51148.80	4.21	373.23	0.00	26.61	26.61	2403.83
2003 06 27 12	51148.80	22.00	334.71	0.00	26.13	26.13	2418.54
2003 06 28 12	51148.80	6.92	256.07	0.00	23.23	23.23	2230.55
2003 06 29 12	51148.80	0.02	483.97	0.00	24.40	24.40	2279.21
2003 06 30 12	51148.80	24.99	344.31	0.00	26.00	26.00	2436.93
2003 07 01 12	51148.80	24.77	185.08	0.00	23.55	23.55	2314.34
2003 07 02 12	51148.80	5.48	257.01	0.00	21.31	21.31	2144.30
2003 07 03 12	51148.80	0.03	462.67	0.00	23.54	23.54	2264.73
2003 07 04 12	51148.80	6.44	358.68	0.00	26.14	26.14	2506.04
2003 07 05 12	51070.14	5.31	335.14	0.00	26.68	26.68	2620.21
2003 07 06 12	50926.11	2.88	298.40	0.00	26.66	26.66	2658.05
2003 07 07 12	50803.20	0.61	378.29	0.00	25.32	25.32	2505.42
2003 07 08 12	50803.20	0.00	468.75	0.00	26.17	26.17	2519.02
2003 07 09 12	50803.20	0.50	392.16	0.00	26.76	26.76	2577.45
2003 07 10 12	50803.20	6.94	336.67	0.00	26.66	26.66	2596.05
2003 07 11 12	50803.20	3.84	339.55	0.00	26.22	26.22	2533.89
2003 07 12 12	50786.19	0.54	437.27	0.00	26.09	26.09	2491.23
2003 07 13 12	50580.52	2.22	358.38	0.00	26.68	26.68	2508.10
2003 07 14 12	50457.60	0.74	511.27	0.00	25.85	25.85	2314.07
2003 07 15 12	50457.60	0.00	496.22	0.00	26.00	26.00	2382.40
2003 07 16 12	50457.60	8.05	364.67	0.00	26.89	26.89	2540.32
2003 07 17 12	50457.60	3.11	423.68	0.00	26.90	26.90	2531.62
2003 07 18 12	50378.94	0.43	414.87	0.00	26.73	26.73	2477.68
2003 07 19 12	50121.57	0.85	367.34	0.00	27.03	27.03	2504.75
2003 07 20 12	50112.00	1.45	419.85	0.00	25.76	25.76	2438.65
2003 07 21 12	50112.00	7.61	357.96	0.00	26.54	26.54	2549.29
2003 07 22 12	50112.00	31.09	366.82	0.00	27.12	27.12	2538.18
2003 07 23 12	49958.57	9.63	333.02	0.00	25.38	25.38	2344.97
2003 07 24 12	49766.40	0.02	524.54	0.00	23.57	23.57	2028.28
2003 07 25 12	49766.40	0.00	525.55	0.00	23.77	23.77	2013.61
2003 07 26 12	49766.40	0.06	507.75	0.00	24.27	24.27	2093.86
2003 07 27 12	49687.74	0.02	506.48	0.00	25.61	25.61	2303.15
2003 07 28 12	49420.80	0.04	454.62	0.00	26.73	26.73	2496.00
2003 07 29 12	49420.80	2.02	368.84	0.00	27.19	27.19	2542.97
2003 07 30 12	49420.80	6.69	354.53	0.00	26.38	26.38	2481.66
2003 07 31 12	49267.38	6.01	312.16	0.00	25.64	25.64	2504.46
2003 08 01 12	49075.20	1.33	295.06	0.00	25.10	25.10	2550.92
2003 08 02 12	49075.20	1.75	359.51	0.00	25.69	25.69	2478.74
2003 08 03 12	49075.20	9.58	364.61	0.00	26.12	26.12	2416.12
2003 08 04 12	48739.17	24.86	351.70	0.00	25.68	25.68	2406.38
2003 08 05 12	48729.60	14.31	342.10	0.00	25.92	25.92	2484.90
2003 08 06 12	48729.60	52.80	332.19	0.00	26.20	26.20	2506.29
2003 08 07 12	48650.94	16.82	436.92	0.00	25.08	25.08	2361.95
2003 08 08 12	48384.00	0.06	351.75	0.00	24.92	24.92	2323.87
2003 08 09 12	48384.00	0.02	494.71	0.00	24.99	24.99	2239.46
